Freq	Mag	Mag(dB)
0.0	1.000000	0.000000
50.8	1.000000	0.000000
101.6	1.000000	0.000000
152.3	1.000000	0.000000
203.1	1.000000	0.000000
253.9	1.000000	0.000000
304.7	1.000000	0.000000
355.5	1.000000	0.000000
406.2	1.000000	0.000000
457.0	1.000000	0.000000
507.8	1.000000	0.000000
558.6	1.000000	0.000000
609.4	1.000000	0.000000
660.2	1.000000	0.000000
710.9	1.000000	0.000000
761.7	1.000000	0.000000
812.5	1.000000	0.000000
863.3	1.000000	0.000000
914.1	1.000000	0.000000
964.8	1.000000	0.000000
1015.6	701.140198	28.458050
1066.4	637.510803	28.044874
1117.2	145.053940	21.615295
1168.0	310.437866	24.919746
1218.8	256.606659	24.092678
1269.5	181.226517	22.582216
1320.3	145.371902	21.624804
1371.1	201.346664	23.039444
1421.9	257.128784	24.101507
1472.7	236.155594	23.731983
1523.4	206.165405	23.142159
1574.2	148.437729	21.715443
1625.0	166.329849	22.209702
1675.8	191.298950	22.817125
1726.6	104.150322	20.176605
1777.3	285.254944	24.552330
1828.1	191.089676	22.812370
1878.9	32.832912	15.163094
1929.7	206.042816	23.139574
1980.5	326.748962	25.142143
2031.2	184.504242	22.660065
2082.0	136.139191	21.339832
2132.8	204.465164	23.106194
2183.6	108.606422	20.358555
2234.4	223.979385	23.502081
2285.2	175.590225	22.445004
2335.9	163.000336	22.121885
2386.7	219.140045	23.407219
2437.5	196.588242	22.935577
2488.3	139.856018	21.456812
2539.1	101.730995	20.074532
2589.8	106.133667	20.258532
2640.6	84.214233	19.253855
2691.4	94.319168	19.746000
2742.2	145.623398	21.632311
2793.0	58.554237	17.675583
2843.8	166.438889	22.212547
2894.5	196.706772	22.938194
2945.3	127.214104	21.045353
2996.1	49.284088	16.927067
3046.9	14.352839	11.569378
3097.7	102.671570	20.114502
3148.4	196.609924	22.936054
3199.2	217.254776	23.369694
3250.0	143.751328	21.576118
3300.8	30.145449	14.792218
3351.6	127.728088	21.062866
3402.3	55.275494	17.425325
3453.1	191.939133	22.831635
3503.9	38.447731	15.848707
3554.7	162.778397	22.115967
3605.5	135.007492	21.303579
3656.2	179.077515	22.530411
3707.0	198.597809	22.979744
3757.8	94.248337	19.742737
3808.6	76.438469	18.833120
3859.4	160.571411	22.056683
3910.2	177.236008	22.485519
3960.9	166.641968	22.217844
4011.7	115.555504	20.627907
4062.5	85.590988	19.324280
4113.3	135.243301	21.311157
4164.1	65.094292	18.135429
4214.8	55.885830	17.473017
4265.6	28.798063	14.593632
4316.4	109.087059	20.377731
4367.2	124.194595	20.941027
4418.0	105.841431	20.246559
4468.8	53.632500	17.294281
4519.5	173.468628	22.392208
4570.3	115.475166	20.624886
4621.1	49.792870	16.971672
4671.9	65.369232	18.153734
4722.7	92.620712	19.667082
4773.4	146.831848	21.668203
4824.2	135.178711	21.309082
4875.0	135.296066	21.312851
4925.8	21.168783	13.256959
4976.6	80.933456	19.081280
5027.3	87.365692	19.413410
5078.1	136.461212	21.350094
5128.9	104.778809	20.202734
5179.7	162.938202	22.120230
5230.5	76.427162	18.832478
5281.2	38.207233	15.821456
5332.0	68.899208	18.382143
5382.8	110.692291	20.441174
5433.6	197.808853	22.962458
5484.4	207.401047	23.168108
5535.2	137.127258	21.371239
5585.9	191.331894	22.817875
5636.7	155.706207	21.923061
5687.5	101.745735	20.075161
5738.3	84.906197	19.289394
5789.1	112.365768	20.506340
5839.8	76.025734	18.809607
5890.6	46.006618	16.628204
5941.4	91.934235	19.634773
5992.2	55.444546	17.438587
6043.0	82.109680	19.143944
6093.8	105.038147	20.213470
6144.5	139.920471	21.458813
6195.3	144.173691	21.588860
6246.1	212.305481	23.269613
6296.9	126.810310	21.031548
6347.7	26.930992	14.302523
6398.4	28.834877	14.599181
6449.2	72.031197	18.575207
6500.0	49.011887	16.903015
6550.8	53.737915	17.302809
6601.6	9.521710	9.787149
6652.3	53.050297	17.246878
